scope,Reservoir_name,Basin,subbasin,Agency_name,Lat,Long,Date,Year,Month,Full_reservoir_level,Live_capacity_FRL,Storage,Level,source_year
all_years,0.0,0.0,100.0,0.0,0.07,0.07,0.0,0.0,0.0,0.0,0.0,32.57,32.57,0.0
